id,x,y,split,EUNIS_cls,EUNIS_label,bioclim_precipitation,bioclim_precipitation_of_driest_quarter,bioclim_precipitation_of_wettest_quarter,bioclim_maximum_temperature,bioclim_minimum_temperature,bioclim_mean_temperature_of_driest_quarter,bioclim_mean_temperature_of_wettest_quarter,bioclim_isothermality_,bioclim_temperature_seasonality_(standard_deviation_x100),bioclim_aridity_index,bioclim_evapotranspiration,lulc_arable_land_100,lulc_plantations_fields_and_crops_100,lulc_herbaceous_crops_100,lulc_woody_plant_crops_100,lulc_vineyards_100,lulc_meadows_100,lulc_wetlands_100,lulc_vegetated_shoreline_100,lulc_scree_100,lulc_roads_rails_paths_100,lulc_public_parks_100,lulc_high_altitude_grasslands_and_rough_pastures_100,lulc_herbaceous_crops_100,lulc_grasslands_and_meadows_100,lulc_glaciers_rocks_scree_and_moraines_100,lulc_buildings_100,lulc_arable_land_100,lulc_surroundings_of_blocks_of_flats_100,edaph_soil_moisture_25.,edaph_soil_ph_25.,edaph_phosphorus_load_25.,edaph_nitrogen_load_25.,edaph_soil_aeration_25.,edaph_soil_humus_25.,geol_massive_limestones,geol_gravel_and_sand_(glacial_deposit),lulc_glaciers_rocks_scree_and_moraines_100,lulc_screes_sand_100,lulc_scree_100,lulc_rock_slabs_and_limestone_pavement_100,lulc_rocks_100,lulc_cliffs_100,hydro_distance_to_lake_all,hydro_distance_to_river_all,pop_human_population_density_sum_100,trans_euclidean_distance_to_roads_all,vege_canopy_height_max_100,vege_coniferous_leaf_type_100,vege_deciduous_leaf_type_100,lulc_normal_dense_forest_100,lulc_forests_100
2635230_1230813,2635230,1230813,test,10,Mixed deciduous and coniferous woodland,-0.2893229,0.03094793,-0.44125817,0.57391822,0.47140942,0.10335941,0.88496309,0.30097448,0.74522246,0.43481279,0.62708137,2.14055379,-0.41591209,-0.37988202,-0.16684413,-0.16352087,-0.41691868,-0.18593809,-0.17106081,-0.26060936,0.4239425,-0.12727095,-0.40987475,-0.37988202,0.46491736,-0.33258322,0.06706344,2.14055379,0.41772642,-0.15866724,-0.02720485,0.89275065,1.43143509,-0.07762167,-0.17018333,-0.36108193,-0.30100988,-0.33258322,-0.2667513,-0.26060936,-0.16070638,-0.26558029,-0.20383039,0.71857488,-0.69020106,-0.21018116,-0.26629505,0.53072958,-0.20890866,0.5926387,-0.12556868,0.28551166
2717477_1201653,2717477,1201653,val,5,Alpine and subalpine grasslands,2.09071437,2.46656297,2.10825014,-1.92888838,-1.3494013,-1.46874808,-0.89052105,-1.49028203,-2.26572275,-1.55488704,-1.30000834,-0.40593677,-0.41591209,-0.37988202,-0.16684413,-0.16352087,-0.41691868,-0.18593809,-0.17106081,1.48287829,-0.75228646,-0.12727095,2.83674945,-0.37988202,1.38365168,0.95279967,-0.4880496,-0.40593677,-0.27241302,-0.52846724,0.04035019,0.33892239,-0.25177867,0.38433807,0.29856335,-0.36108193,-0.30100988,0.95279967,1.29911429,1.48287829,-0.16070638,-0.26558029,-0.20383039,-0.19062739,-0.05982045,-0.32325152,-0.01942378,-1.1151073,-0.52392609,-0.90397626,-0.68210122,-0.93063164
2632838_1257565,2632838,1257565,test,4,Seasonally wet and wet grasslands,-0.62465107,-0.60141458,-0.6202783,0.61226205,0.82306814,0.32931008,0.63810433,-0.68151121,0.30536021,0.82435095,0.71960358,-0.40593677,-0.41591209,-0.37988202,-0.16684413,-0.16352087,-0.41691868,-0.18593809,-0.17106081,-0.26060936,0.87304811,-0.12727095,-0.40987475,-0.37988202,1.22695166,-0.33258322,0.85496582,-0.40593677,-0.20771245,-0.45694932,0.4555665,0.0402285,0.83555566,0.44622053,-0.85415221,-0.36108193,0.42318238,-0.33258322,-0.2667513,-0.26060936,-0.16070638,-0.26558029,-0.20383039,0.77584385,-0.70537872,0.08416072,-0.28172451,-0.57401024,-0.52392609,-0.25579443,-0.59131932,-0.70556616
2667133_1212475,2667133,1212475,train,13,Cultivated areas of gardens and parks,-0.1879542,-0.74839429,0.47861996,0.71335034,0.76641201,-0.04939597,1.01907386,-0.29706029,0.79898481,0.88927397,1.39340064,-0.40593677,-0.41591209,-0.37988202,-0.16684413,-0.16352087,0.49897477,-0.18593809,-0.17106081,-0.26060936,0.72334624,1.75165308,-0.40987475,-0.37988202,1.10459686,-0.33258322,0.10287719,-0.40593677,3.38676379,0.30532709,-0.0519201,1.24122686,0.30068214,-0.47625983,0.47183547,-0.36108193,-0.30100988,-0.33258322,-0.2667513,-0.26060936,-0.16070638,-0.26558029,-0.20383039,-0.58131696,0.6104807,-0.02711487,-0.03176734,0.12490679,-0.45392222,0.39765718,-0.51237853,-0.383762
2612238_1260561,2612238,1260561,train,3,Mesic grasslands,-1.07834579,-1.08449415,-0.94646177,1.02010101,1.03406337,0.61254402,0.84698482,0.19275866,0.35988335,1.83638636,1.15680293,-0.40593677,1.34120144,1.60320029,-0.16684413,-0.16352087,-0.41691868,-0.18593809,-0.17106081,-0.26060936,0.83027614,-0.12727095,-0.40987475,1.60320029,-0.65559506,-0.33258322,1.35635825,-0.40593677,2.65349063,-0.66627007,0.63845939,-0.64427834,1.61016595,0.29799045,-0.59880383,-0.36108193,3.56134885,-0.33258322,-0.2667513,-0.26060936,-0.16070638,-0.26558029,-0.20383039,1.27071503,-0.21537195,1.99379346,-0.23543614,-0.39364456,-0.52392609,-0.32430145,-0.58737228,-0.23766687
2780427_1141442,2780427,1141442,train,5,Alpine and subalpine grasslands,-0.8736781,-1.40174171,-0.58305842,-1.75459823,-2.28325057,-2.08613442,-0.87390556,0.93603044,-0.11484835,-1.13479686,-1.8354327,-0.40593677,-0.41591209,-0.37988202,-0.16684413,-0.16352087,-0.41691868,-0.18593809,-0.17106081,-0.26060936,-0.75228646,-0.12727095,4.10642664,-0.37988202,2.21222982,-0.32472155,-0.4880496,-0.40593677,-0.27241302,0.10647238,-1.66335483,-0.30824771,-0.88986761,0.37570331,0.88039288,-0.36108193,-0.30100988,-0.32472155,-0.2667513,-0.26060936,-0.16070638,-0.2534212,-0.18454338,-0.41277151,-0.70905222,-0.32325152,0.07562167,-1.1151073,-0.52392609,-0.90397626,-0.68210122,-0.95037422
2591293_1123846,2591293,1123846,train,9,Coniferous woodland,-0.20989962,0.14474418,-0.38070883,-0.04132602,-0.31005441,0.18451071,0.33783863,1.08981081,-0.12917652,-0.77581071,-0.99725817,-0.40593677,-0.41591209,-0.37988202,-0.16684413,-0.16352087,-0.41691868,-0.18593809,-0.17106081,-0.10065637,-0.75228646,-0.12727095,-0.40987475,-0.37988202,0.31895022,1.55028652,-0.4880496,-0.40593677,-0.27241302,-0.96629649,0.98612067,-0.75628855,-0.54130946,2.48978077,-2.04699395,0.47935099,-0.30100988,1.55028652,-0.13805002,-0.10065637,10.12740573,7.55879426,4.10681526,0.22256122,-0.19052028,-0.32325152,0.06019221,-0.01036747,-0.45392222,-0.3506503,-0.12556868,-0.20410447
2660245_1206133,2660245,1206133,train,9,Coniferous woodland,1.44666989,1.34583201,1.47728196,-0.17030074,0.0083921,-0.50766212,0.37225644,-0.47362293,-0.38150453,-0.53139461,0.59427888,-0.40593677,-0.41591209,-0.37988202,-0.16684413,-0.16352087,-0.41691868,-0.18593809,-0.17106081,-0.26060936,-0.75228646,-0.12727095,-0.40987475,-0.37988202,-1.20082524,-0.33258322,-0.4880496,-0.40593677,-0.27241302,0.85479407,-0.54128218,-0.50737697,-0.7124558,-0.74393744,1.43851149,-0.36108193,-0.30100988,-0.33258322,-0.2667513,-0.26060936,-0.16070638,-0.26558029,-0.20383039,0.1928099,-0.61890503,-0.32325152,-0.23543614,1.1056452,0.1615285,2.51347023,2.47553022,2.18869696
2670317_1203871,2670317,1203871,train,15,Low density buildings,0.43671234,-0.08515154,1.0374545,0.60180464,0.62770218,-0.12577367,0.92294136,-0.129041,0.61905845,0.15602567,0.94301642,-0.40593677,0.48833347,0.34299594,0.36738372,-0.16352087,1.31609541,-0.18593809,-0.17106081,-0.26060936,-0.21763693,-0.12727095,-0.40987475,0.34299594,0.92213794,-0.33258322,0.53264212,-0.40593677,-0.27241302,0.11344974,-0.06015852,1.34079149,-0.59714912,-0.30500373,-0.0060308,-0.36108193,-0.30100988,-0.33258322,-0.2667513,-0.26060936,-0.16070638,-0.26558029,-0.20383039,-0.14568701,-0.45521861,0.69168956,-0.21074902,-0.64164737,-0.49475781,-0.83546924,-0.68210122,-0.82007316
2611939_1146394,2611939,1146394,train,11,"Inland cliffs, rock pavements and outcrops",1.02858259,1.26368374,1.14653986,-1.36070248,-1.20287683,0.61254402,-0.61517859,0.55157952,-1.9970378,-1.73056111,-2.00423554,-0.40593677,-0.41591209,-0.37988202,-0.16684413,-0.16352087,-0.41691868,-0.18593809,-0.17106081,6.77732247,-0.75228646,-0.12727095,-0.40987475,-0.37988202,-1.20082524,5.95675202,-0.4880496,-0.40593677,-0.27241302,0.46057332,1.09816317,-0.60694161,-0.52097416,3.31583963,-3.2307161,-0.36108193,-0.30100988,5.95675202,5.39610507,6.77732247,-0.16070638,1.43669234,2.49635033,2.56447355,0.3111097,-0.32325152,-0.1490312,-1.29547298,-0.52392609,-0.90397626,-0.68210122,-0.95037422
2628654_1169904,2628654,1169904,test,0,Surface standing waters,-0.00744334,-0.07005264,0.3567168,0.51117376,0.3463752,0.03971133,0.79951198,0.48892826,0.58609097,0.14456867,0.4500665,-0.40593677,-0.36795967,-0.32576282,-0.16684413,-0.16352087,-0.41691868,-0.18593809,-0.17106081,-0.26060936,-0.30318086,-0.0840773,-0.40987475,-0.32576282,-1.09349647,0.34352032,-0.27316713,-0.40593677,-0.27241302,-0.20750875,0.46380491,0.17090707,-0.35532385,0.26345141,-0.70459102,-0.36108193,-0.30100988,0.34352032,-0.2667513,-0.26060936,-0.16070638,-0.26558029,-0.20383039,-1.20636315,-0.58782502,-0.2747928,-0.03176734,-0.40491741,-0.49475781,-0.31639679,-0.68210122,-0.56341954
2697120_1245931,2697120,1245931,train,8,Broadleaved deciduous woodland,-0.15223434,-0.23375204,0.01326417,0.71335034,0.78399495,0.28157402,1.01788703,-0.2771258,0.75840945,0.56847784,0.92869099,-0.40593677,-0.41591209,-0.37988202,-0.16684413,-0.16352087,-0.41691868,-0.18593809,-0.17106081,-0.26060936,0.12453877,-0.12727095,-0.40987475,-0.37988202,-0.46454984,-0.33258322,0.4789215,-0.40593677,-0.27241302,0.61058653,0.30892264,-0.57582766,0.17394372,-0.45755118,-0.16106374,-0.36108193,-0.30100988,-0.33258322,-0.2667513,-0.26060936,-0.16070638,-0.26558029,-0.20383039,-0.03074094,1.98907491,-0.30171431,-0.09657105,0.42927388,-0.52392609,1.86001863,1.18287485,0.90740312
2770756_1204822,2770756,1204822,test,3,Mesic grasslands,-0.1988988,0.08196004,0.00269887,0.46237252,0.31120933,0.71438094,0.68201671,0.93033487,0.00282019,0.14838767,0.27729452,1.07250093,-0.19670104,-0.13247994,-0.16684413,-0.16352087,0.3523121,-0.18593809,-0.17106081,-0.26060936,-0.28179487,-0.12727095,-0.40987475,-0.13247994,1.31925441,-0.33258322,0.10287719,1.07250093,-0.27241302,-1.33435215,0.76533104,0.47582376,1.71612938,0.43039013,-0.45106655,-0.36108193,-0.30100988,-0.33258322,-0.2667513,-0.26060936,-0.16070638,-0.26558029,-0.20383039,1.10427361,0.07605522,0.32465958,-0.1490312,-0.60782881,-0.52392609,-0.89343672,-0.68210122,-0.84771278
2570575_1109504,2570575,1109504,test,8,Broadleaved deciduous woodland,-0.45907658,0.12222378,-0.75446295,0.70986454,0.5397875,1.92051199,-2.23874965,0.60568743,0.51102656,0.27441472,0.15876755,-0.40593677,-0.29945622,-0.24844967,-0.16684413,-0.16352087,-0.41691868,-0.18593809,-0.17106081,0.62446388,-0.75228646,-0.12727095,-0.40987475,-0.24844967,-1.20082524,0.31993531,-0.4880496,-0.40593677,-0.27241302,-1.91870592,0.62692561,-0.50737697,-0.5981384,1.45217025,-0.96541115,-0.36108193,-0.30100988,0.31993531,1.19186322,0.62446388,-0.16070638,-0.26558029,-0.20383039,-0.78024978,-0.09998354,-0.32325152,-0.15211709,0.50818387,-0.52392609,2.60569123,1.80453354,1.77805117
2549282_1184676,2549282,1184676,val,13,Cultivated areas of gardens and parks,-0.80949105,-0.54809925,-1.01602111,0.79700961,0.84651205,1.0962694,0.39124557,-0.26288687,0.72810473,1.12223307,0.75719643,0.08336823,-0.40906174,-0.37215071,-0.16684413,-0.16352087,-0.41691868,1.27434619,2.01682757,-0.26060936,-0.75228646,-0.12727095,-0.40987475,-0.37215071,0.61088449,-0.33258322,0.62217648,0.08336823,-0.27241302,1.77754973,0.37482999,-0.62560997,0.30178135,-1.42464448,0.80926012,-0.36108193,-0.30100988,-0.33258322,-0.2667513,-0.26060936,-0.16070638,-0.26558029,-0.20383039,-1.09585592,-0.3716849,-0.08006051,-0.23852204,-0.37109884,-0.52392609,-0.45077595,-0.68210122,-0.43114421
2736734_1245354,2736734,1245354,test,8,Broadleaved deciduous woodland,1.19964812,0.96272935,1.41769797,-0.05526923,0.12365801,-0.45674366,0.46482847,-0.53912198,-0.19498468,-0.43210057,0.62813069,-0.40593677,-0.41591209,-0.37988202,-0.16684413,-0.16352087,2.95332979,-0.18593809,-0.17106081,-0.26060936,-0.75228646,-0.12727095,-0.40987475,-0.37988202,1.17758043,-0.33258322,-0.45223586,-0.40593677,-0.27241302,-0.28077102,-0.03709095,2.6911368,-0.07645535,-0.48201634,0.54843998,-0.36108193,-0.30100988,-0.33258322,-0.2667513,-0.26060936,-0.16070638,-0.26558029,-0.20383039,0.6831119,-0.69563415,-0.31068815,-0.27555273,0.33909104,-0.23224328,0.14734306,0.12901535,-0.04024101
2766398_1255447,2766398,1255447,train,16,Transport networks and other constructed hard-surfaced areas,-0.0390215,-0.60440024,0.58470199,0.62969107,0.78399495,-0.04939597,0.96091963,-0.63879444,0.52852468,0.32788074,0.73201287,1.26980133,2.02966113,2.38019746,-0.16684413,-0.16352087,2.38164466,-0.18593809,0.05684423,-0.26060936,1.27938175,-0.12727095,-0.40987475,2.38019746,-0.55255944,0.08408524,-0.4880496,1.26980133,-0.27241302,1.38681765,0.36000084,-0.02822219,1.41747518,-1.26777965,0.7435991,-0.36108193,-0.30100988,0.08408524,-0.2667513,-0.26060936,-0.16070638,-0.26558029,-0.20383039,-1.09585592,-0.31047301,-0.32325152,-0.24469382,-0.9121959,-0.52392609,-0.86181809,-0.64657787,-0.80427909
2722255_1080508,2722255,1080508,val,15,Low density buildings,0.96844353,-0.23033986,0.85982878,1.13513251,0.6413778,0.43751181,0.15981549,1.44008832,0.92033049,-0.05783842,0.99498032,-0.40593677,-0.31315691,-0.37988202,0.04973473,0.01353457,-0.41691868,-0.18593809,-0.17106081,-0.26060936,0.59503035,-0.12727095,-0.40987475,-0.37988202,-0.33146216,-0.33258322,0.81915208,-0.40593677,-0.27241302,-1.41459177,0.70601443,-0.1962375,-0.55307097,1.25932724,-0.37628595,-0.36108193,-0.30100988,-0.33258322,-0.2667513,-0.26060936,-0.16070638,-0.26558029,-0.20383039,0.07616722,-0.19052616,0.28158516,-0.17063243,0.37290961,-0.52392609,1.09063206,0.37965235,0.49478307
2550928_1147280,2550928,1147280,train,7,Shrub plantations,0.10535721,0.24966875,-0.26186263,0.76563739,1.09658048,0.50434229,1.09740404,-1.09728776,0.23853767,0.44245079,1.05894291,-0.40593677,3.42713154,-0.37988202,7.93320514,7.71544627,-0.41691868,-0.18593809,-0.17106081,-0.26060936,0.40255652,-0.12727095,-0.40987475,-0.37988202,-0.76292384,-0.33258322,-0.45223586,-0.40593677,-0.27241302,-1.37796064,0.81146619,0.05267407,0.19757664,1.31977057,-1.22440737,-0.36108193,-0.30100988,-0.33258322,-0.2667513,-0.26060936,-0.16070638,-0.26558029,-0.20383039,-0.80988358,-0.69324688,-0.27030588,-0.22309258,-0.3823717,-0.52392609,-0.79858084,-0.66631307,-0.72136023
2755235_1226942,2755235,1226942,test,1,Surface running waters,-0.45135539,-0.71546674,0.21008977,0.93644174,0.87777061,0.07790018,1.07485444,0.28388777,0.59522043,0.81671294,0.89191934,-0.2901872,0.62534037,0.79527787,-0.16684413,-0.16352087,-0.41691868,-0.18593809,-0.1254798,-0.26060936,0.52017942,-0.12727095,-0.40987475,0.79527787,-1.12998825,-0.33258322,-0.4880496,-0.2901872,-0.27241302,-8.31694363,-16.48262264,-0.42914762,-0.58472809,-5.32036108,-9.40467525,-0.36108193,-0.30100988,-0.33258322,-0.2667513,-0.26060936,-0.16070638,-0.26558029,-0.20383039,0.72019314,-0.5899124,-0.32325152,-0.24469382,-0.42746312,-0.51809243,0.34232458,-0.67420715,-0.03431823
2655372_1250526,2655372,1250526,train,14,"Buildings of cities, towns and villages",-0.62159633,-0.27324804,-0.73204521,0.82489604,0.72147784,0.33249248,0.73305001,0.34938682,0.73558581,1.04585304,0.94214959,0.02549345,0.20404415,0.31980199,-0.16684413,-0.16352087,-0.41691868,-0.18593809,-0.17106081,-0.26060936,0.68057428,-0.12727095,-0.40987475,0.31980199,0.99297493,-0.33258322,1.39217199,0.02549345,-0.27241302,0.22159879,0.4852248,-0.42648071,0.72123826,-0.17979969,-0.54773415,-0.36108193,3.56134885,-0.33258322,-0.2667513,-0.26060936,-0.16070638,-0.26558029,-0.20383039,0.45427391,-0.26004938,1.3378059,-0.24469382,-0.59655595,-0.52392609,-0.77750175,-0.68210122,-0.91088905
2575737_1206829,2575737,1206829,train,12,Arable land and market gardens,-0.71829858,-0.4888979,-0.93294676,0.74123676,0.92270478,0.36272532,0.39124557,-0.88370391,0.74813881,1.17569909,0.98603833,3.24017471,3.49906016,4.03856454,-0.16684413,-0.16352087,-0.41691868,-0.18593809,0.55823532,-0.26060936,-0.64535655,-0.12727095,-0.40987475,4.03856454,-0.79726905,-0.33258322,-0.4880496,3.24017471,-0.27241302,-0.40810781,0.22653845,0.71228975,5.04474424,0.25193839,-0.40182079,-0.36108193,-0.30100988,-0.33258322,-0.2667513,-0.26060936,-0.16070638,-0.26558029,-0.20383039,-1.16500334,-0.7032193,-0.32325152,-0.26629505,-0.72055736,-0.52392609,-0.72480404,-0.32292065,-0.58316212
2682174_1238318,2682174,1238318,train,13,Cultivated areas of gardens and parks,0.09296958,-0.17361234,0.3229293,0.52860278,0.72147784,0.19883152,0.92294136,-0.76409696,0.60549107,0.24004371,0.78575604,-0.40593677,-0.41591209,-0.37988202,-0.16684413,-0.16352087,-0.41691868,-0.18593809,-0.17106081,-0.26060936,-0.15347899,14.01865137,-0.40987475,-0.37988202,1.75286266,-0.33258322,-0.43432898,-0.40593677,-0.27241302,0.59139879,0.21830003,1.6270398,0.84346994,-0.68205498,0.13805865,-0.36108193,-0.30100988,-0.33258322,-0.2667513,-0.26060936,-0.16070638,-0.26558029,-0.20383039,-0.44343737,-0.51270995,-0.3133803,-0.01325199,-0.57401024,-0.30224716,-0.60886908,-0.54000781,-0.72530874
2690784_1283266,2690784,1283266,train,1,Surface running waters,-1.03574808,-0.68134493,-1.09855915,0.65757749,0.69803393,0.96897325,0.69625856,-0.44514509,0.97738959,1.4430292,0.81445253,-0.40593677,-0.41591209,-0.37988202,-0.16684413,-0.16352087,-0.41691868,-0.18593809,0.4670733,-0.26060936,1.08690792,-0.12727095,-0.40987475,-0.37988202,-0.5911978,-0.33258322,1.06984829,-0.40593677,0.24878603,-1.20527101,0.66647002,-0.29580213,-0.38137503,0.64913742,-0.8632718,-0.36108193,-0.30100988,-0.33258322,-0.2667513,-0.26060936,-0.16070638,-0.26558029,-0.20383039,0.11496288,-0.6404551,0.20620492,-0.18914778,-0.46128169,-0.52392609,0.57155962,-0.68210122,-0.7845365
2633321_1249071,2633321,1249071,train,4,Seasonally wet and wet grasslands,-0.13176945,0.03453072,-0.28792728,0.3229404,0.57299971,0.10335941,0.42922384,-0.85522607,0.06520481,0.53410683,0.89844334,3.58216208,2.50918529,2.92138951,-0.16684413,-0.16352087,-0.28522158,-0.18593809,-0.17106081,-0.26060936,-0.3673388,-0.12727095,-0.40987475,2.92138951,0.2159146,-0.33258322,-0.34479462,3.58216208,-0.27241302,-0.52846724,0.37318231,1.91328812,2.44369367,0.0173607,-0.52584715,2.16021683,-0.30100988,-0.33258322,-0.2667513,-0.26060936,-0.16070638,-0.26558029,-0.20383039,0.33895675,-0.13415054,-0.32325152,0.00773206,-1.04747017,-0.52392609,-0.76696221,-0.68210122,-0.88324943
2660516_1270225,2660516,1270225,train,1,Surface running waters,-0.63784456,-0.06015731,-1.03538189,0.88066889,0.72147784,1.07081017,-1.98239633,0.51171054,0.84881642,1.05349104,0.89862583,-0.40593677,-0.41591209,-0.37988202,-0.16684413,-0.16352087,-0.41691868,1.99211304,6.87120491,-0.26060936,-0.75228646,-0.12727095,-0.40987475,-0.37988202,-1.19653209,-0.33258322,-0.4880496,-0.40593677,-0.27241302,1.01701766,0.36659157,0.79318602,0.26111073,-0.74249832,-0.15376808,-0.36108193,-0.30100988,-0.33258322,-0.2667513,-0.26060936,-0.16070638,-0.26558029,-0.20383039,-1.22250237,-0.38992455,-0.32325152,0.83660238,-1.04747017,-0.52392609,-0.83019946,-0.68210122,-0.94642571
2611733_1116337,2611733,1116337,train,10,Mixed deciduous and coniferous woodland,-1.39870011,-1.09174504,-1.35786482,-0.14415721,-0.41359837,0.07790018,0.2796844,0.93318266,-0.09062993,0.10255965,-0.97435573,-0.40593677,-0.41591209,-0.37988202,-0.16684413,-0.16352087,-0.27923535,-0.18593809,1.19636943,-0.26060936,-0.62397057,-0.12727095,-0.40987475,-0.37988202,-1.16218688,-0.33258322,-0.4880496,-0.40593677,-0.27241302,-1.04130309,0.39295451,-0.68161508,-0.91361045,0.66065044,-0.32886411,-0.36108193,-0.30100988,-0.33258322,-0.2667513,-0.26060936,-0.16070638,-0.26558029,-0.20383039,-0.19456621,-0.55406814,-0.32325152,-0.2169208,1.71437939,-0.40141931,2.90606817,2.18344931,1.95573444
2651055_1169668,2651055,1169668,train,2,Dry grasslands,1.48990479,1.59637142,1.23090136,-1.74065501,-1.21850611,-1.44488005,-0.74454208,-1.38776179,-1.88241241,-1.34102295,-1.09041909,-0.40593677,-0.41591209,-0.37988202,-0.16684413,-0.16352087,-0.41691868,-0.18593809,-0.17106081,-0.26060936,-0.75228646,-0.12727095,3.85078694,-0.37988202,2.01903803,-0.33258322,-0.4880496,-0.40593677,-0.27241302,-0.34356724,-0.59730343,-0.2584654,-0.65661615,-0.09920858,0.66517067,-0.36108193,-0.30100988,-0.33258322,-0.2667513,-0.26060936,-0.16070638,-0.26558029,-0.20383039,-0.60107163,-0.71057367,-0.32325152,-0.15828887,-1.00237874,-0.47142318,-0.74588313,-0.68210122,-0.82797019
2584784_1220361,2584784,1220361,train,16,Transport networks and other constructed hard-surfaced areas,0.04594905,0.55292637,-0.4730077,0.87718308,0.87777061,1.12172863,-1.30828203,-0.12619321,0.89788725,0.45008879,0.90583417,-0.40593677,-0.41591209,-0.37988202,-0.16684413,-0.16352087,-0.41691868,-0.18593809,1.10520741,-0.26060936,2.94748828,-0.12727095,-0.40987475,-0.37988202,-0.38512655,-0.33258322,1.44589261,-0.40593677,3.23579578,-0.24413989,0.54948447,-0.89941271,-0.04007164,0.26201228,-0.71918235,-0.36108193,-0.30100988,-0.33258322,-0.2667513,-0.26060936,-0.16070638,-0.26558029,-0.20383039,-0.89621582,-0.61011743,-0.01185934,-0.17063243,0.41800103,-0.45392222,2.03655596,-0.68210122,-0.16264504
2672527_1203545,2672527,1203545,train,16,Transport networks and other constructed hard-surfaced areas,0.51890926,-0.05563617,1.14680802,0.57391822,0.59644363,-0.1512329,0.90157858,-0.08632423,0.56060458,0.06818863,0.87526717,-0.40593677,-0.21725208,-0.15567389,-0.16684413,-0.16352087,1.0137907,-0.18593809,-0.17106081,-0.26060936,1.6750224,-0.12727095,-0.40987475,-0.15567389,-0.17476215,-0.33258322,0.60426961,-0.40593677,-0.27241302,-0.75174271,0.54289374,-0.53849092,0.4158789,0.84485869,-0.36169462,-0.36108193,-0.30100988,-0.33258322,-0.2667513,-0.26060936,-0.16070638,-0.26558029,-0.20383039,0.61987273,0.46346985,-0.32325152,-0.2508656,0.16999821,-0.44808856,0.53994099,0.28294989,0.19469577
2682402_1225409,2682402,1225409,train,15,Low density buildings,0.07827683,-0.57983253,0.69748788,0.79700961,0.90902916,0.35795171,1.09621722,-0.60462102,0.84095495,0.39280377,0.94858235,0.60950265,-0.27890518,-0.22525572,-0.16684413,-0.16352087,-0.41691868,-0.18593809,-0.17106081,-0.26060936,1.19383782,-0.12727095,-0.40987475,-0.22525572,0.31895022,-0.33258322,1.53542697,0.60950265,-0.03517759,1.03969407,0.02552103,1.46524728,-0.07854384,-1.12962346,0.80378837,-0.36108193,-0.30100988,-0.33258322,-0.2667513,-0.26060936,-0.16070638,-0.26558029,-0.20383039,-0.20488622,-0.19125234,0.05185491,-0.26629505,-0.10055032,-0.52392609,-0.8776274,-0.68210122,-0.33835406
2592602_1114475,2592602,1114475,train,2,Dry grasslands,-1.0208117,-0.62649411,-1.116311,-0.09535597,-0.29051782,0.18451071,0.31647585,0.8505969,-0.18699641,0.49973581,-0.18098238,-0.40593677,-0.41591209,-0.37988202,-0.16684413,-0.16352087,-0.18944188,-0.18593809,-0.17106081,-0.26060936,-0.75228646,-0.12727095,-0.40987475,-0.37988202,0.2416735,-0.29327487,-0.4880496,-0.40593677,-0.27241302,-2.02685497,0.93669016,-0.50737697,-0.74433277,1.16578399,-1.04201567,-0.36108193,-0.30100988,-0.29327487,-0.2667513,-0.26060936,-0.16070638,-0.18046666,-0.10739536,1.09099057,-0.45441158,-0.31966199,0.13240206,0.37290961,-0.34891641,0.53203634,0.1033596,0.79487038
2707777_1171384,2707777,1171384,train,5,Alpine and subalpine grasslands,-0.52776141,-0.56823112,-0.50014496,-0.23478809,-0.31005441,-0.63495828,0.14438682,0.56297066,-0.55052626,-0.30225452,-0.63136661,-0.40593677,-0.41591209,-0.37988202,-0.16684413,-0.16352087,3.89316817,0.21007121,-0.17106081,-0.26060936,-0.55981263,-0.12727095,-0.3644277,-0.37988202,1.87736404,-0.33258322,-0.34479462,-0.40593677,-0.27241302,0.12914879,-0.58412196,0.63139349,-0.06909067,-0.30212548,0.48460289,-0.36108193,-0.30100988,-0.33258322,-0.2667513,-0.26060936,-0.16070638,-0.26558029,-0.20383039,0.41012487,-0.50766494,-0.32325152,-0.16137476,-0.61910166,-0.33141544,-0.4244271,-0.53606077,-0.76874243
2506597_1121482,2506597,1121482,test,12,Arable land and market gardens,-0.99674858,-0.82516837,-1.11234231,1.02010101,0.94028771,0.5107071,0.50518038,0.23832322,0.67839991,1.27499313,0.68420061,3.73474105,2.40300494,2.80155413,-0.16684413,-0.16352087,-0.41691868,-0.08693576,-0.17106081,-0.26060936,-0.4742687,-0.12727095,-0.40987475,2.80155413,0.37261461,-0.33258322,-0.4880496,3.73474105,-0.27241302,-0.49706913,0.44897576,2.23065038,3.39868363,-0.08049993,-0.44377088,-0.36108193,-0.30100988,-0.33258322,-0.2667513,-0.26060936,-0.16070638,-0.26558029,-0.20383039,-0.73088411,-0.56300716,-0.32325152,-0.15211709,-1.1151073,-0.52392609,-0.90397626,-0.66236603,-0.94642571
